1650,三星 900X5M 系列,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,核芯/集成显卡,Intel 酷睿 i5 7代,不含机械硬盘,固态硬盘240GB-288GB,8GB,无硬件锁,显卡功能正常,不缺件
1650,三星 900X5M 系列,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,核芯/集成显卡,Intel 酷睿 i5 7代,不含机械硬盘,固态硬盘240GB-288GB,8GB,无硬件锁,显卡功能正常,不缺件
240,三星 900X5M 系列,蓝屏、死机、不能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,核芯/集成显卡,Intel 酷睿 i5 7代,不含机械硬盘,固态硬盘240GB-288GB,8GB,无硬件锁,显卡功能正常,不缺件
80,三星 900X5M 系列,无法开机,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,核芯/集成显卡,Intel 酷睿 i5 7代,不含机械硬盘,固态硬盘240GB-288GB,8GB,无硬件锁,显卡功能正常,不缺件
1520,三星 900X5M 系列,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无磕碰掉漆，有轻微划痕,核芯/集成显卡,Intel 酷睿 i5 7代,不含机械硬盘,固态硬盘240GB-288GB,8GB,无硬件锁,显卡功能正常,不缺件
1480,三星 900X5M 系列,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,仅有1-2处磕碰掉漆,核芯/集成显卡,Intel 酷睿 i5 7代,不含机械硬盘,固态硬盘240GB-288GB,8GB,无硬件锁,显卡功能正常,不缺件
1190,三星 900X5M 系列,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,有多处磕碰、掉漆,核芯/集成显卡,Intel 酷睿 i5 7代,不含机械硬盘,固态硬盘240GB-288GB,8GB,无硬件锁,显卡功能正常,不缺件
1370,三星 900X5M 系列,开机后能进入操作系统桌面,经常使用，完好有细微划痕,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,核芯/集成显卡,Intel 酷睿 i5 7代,不含机械硬盘,固态硬盘240GB-288GB,8GB,无硬件锁,显卡功能正常,不缺件
860,三星 900X5M 系列,开机后能进入操作系统桌面,屏幕有裂痕、缺角、碎裂,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,核芯/集成显卡,Intel 酷睿 i5 7代,不含机械硬盘,固态硬盘240GB-288GB,8GB,无硬件锁,显卡功能正常,不缺件
1370,三星 900X5M 系列,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,经常使用，显示正常轻微亮黑点,几乎全新，无任何瑕疵,核芯/集成显卡,Intel 酷睿 i5 7代,不含机械硬盘,固态硬盘240GB-288GB,8GB,无硬件锁,显卡功能正常,不缺件
860,三星 900X5M 系列,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,显示异常，有色斑、漏光、花屏,几乎全新，无任何瑕疵,核芯/集成显卡,Intel 酷睿 i5 7代,不含机械硬盘,固态硬盘240GB-288GB,8GB,无硬件锁,显卡功能正常,不缺件
490,三星 900X5M 系列,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,核芯/集成显卡,Intel 酷睿 i5 7代,不含机械硬盘,固态硬盘240GB-288GB,8GB,无硬件锁,显卡功能正常,不缺件,机身进水
490,三星 900X5M 系列,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,核芯/集成显卡,Intel 酷睿 i5 7代,不含机械硬盘,固态硬盘240GB-288GB,8GB,无硬件锁,显卡功能正常,不缺件,严重维修
960,三星 900X5M 系列,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,核芯/集成显卡,Intel 酷睿 i5 7代,不含机械硬盘,固态硬盘240GB-288GB,8GB,无硬件锁,显卡功能正常,不缺件,硬盘损坏、健康度低、硬盘锁
1270,三星 900X5M 系列,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,核芯/集成显卡,Intel 酷睿 i5 7代,不含机械硬盘,固态硬盘240GB-288GB,8GB,无硬件锁,显卡功能正常,不缺件,键盘外观磨损、功能异常
960,三星 900X5M 系列,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,核芯/集成显卡,Intel 酷睿 i5 7代,不含机械硬盘,固态硬盘240GB-288GB,8GB,无硬件锁,显卡功能正常,不缺件,无电池，电池鼓胀或不供电
1270,三星 900X5M 系列,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,核芯/集成显卡,Intel 酷睿 i5 7代,不含机械硬盘,固态硬盘240GB-288GB,8GB,无硬件锁,显卡功能正常,不缺件,触摸板外观磨损、功能异常 
960,三星 900X5M 系列,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,核芯/集成显卡,Intel 酷睿 i5 7代,不含机械硬盘,固态硬盘240GB-288GB,8GB,无硬件锁,显卡功能正常,不缺件,接口功能异常
