130,OPPO A53,正常开机进入桌面,无维修情况,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,金色,充电正常,机身无弯曲,很少使用，完美无任何痕迹,账号可退出
130,OPPO A53,正常开机进入桌面,无维修情况,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,金色,充电正常,机身无弯曲,很少使用，完美无任何痕迹,账号可退出
130,OPPO A53,有开机密码,无维修情况,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,金色,充电正常,机身无弯曲,很少使用，完美无任何痕迹,账号可退出
2,OPPO A53,无法开机/自动重启/工程模式,无维修情况,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,金色,充电正常,机身无弯曲,很少使用，完美无任何痕迹,账号可退出
40,OPPO A53,正常开机进入桌面,无维修情况,很少使用，显示完美几乎全新,屏幕有缺角/碎裂,金色,充电正常,机身无弯曲,很少使用，完美无任何痕迹,账号可退出
35,OPPO A53,正常开机进入桌面,无维修情况,显示异常，有局部花屏/老化,很少使用，完美无任何痕迹,金色,充电正常,机身无弯曲,很少使用，完美无任何痕迹,账号可退出
15,OPPO A53,正常开机进入桌面,无维修情况,屏幕无法正常显示,很少使用，完美无任何痕迹,金色,充电正常,机身无弯曲,很少使用，完美无任何痕迹,账号可退出
35,OPPO A53,正常开机进入桌面,主板维修（主板拆修或故障）,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,金色,充电正常,机身无弯曲,很少使用，完美无任何痕迹,账号可退出
35,OPPO A53,正常开机进入桌面,无维修情况,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,金色,充电正常,机身无弯曲,很少使用，完美无任何痕迹,账号可退出,触摸失灵/延迟
35,OPPO A53,正常开机进入桌面,无维修情况,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,金色,充电正常,机身无弯曲,很少使用，完美无任何痕迹,账号可退出,机身进水或受潮
35,OPPO A53,正常开机进入桌面,无维修情况,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,金色,充电正常,机身无弯曲,很少使用，完美无任何痕迹,账号可退出,缺失尾插小板/摄像头
35,OPPO A53,正常开机进入桌面,无维修情况,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,金色,充电正常,机身无弯曲,很少使用，完美无任何痕迹,账号可退出,通话功能不正常
35,OPPO A53,正常开机进入桌面,无维修情况,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,金色,充电正常,机身无弯曲,很少使用，完美无任何痕迹,账号可退出,拍摄模糊/抖动/有斑
35,OPPO A53,正常开机进入桌面,无维修情况,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,金色,充电正常,机身无弯曲,很少使用，完美无任何痕迹,账号可退出,无线无法打开/无法连接
