550,OPPO R9s Plus,全网通,金色,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号可退出,大陆国行（有“进网许可”标签）,正常开机进入桌面,充电正常,振动正常
540,OPPO R9s Plus,全网通,粉色,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号可退出,大陆国行（有“进网许可”标签）,正常开机进入桌面,充电正常,振动正常
600,OPPO R9s Plus,全网通,黑色,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号可退出,大陆国行（有“进网许可”标签）,正常开机进入桌面,充电正常,振动正常
600,OPPO R9s Plus,移动版,金色,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号可退出,大陆国行（有“进网许可”标签）,正常开机进入桌面,充电正常,振动正常
750,OPPO R9s Plus,移动版,黑色,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号可退出,大陆国行（有“进网许可”标签）,正常开机进入桌面,充电正常,振动正常
670,OPPO R9s Plus,移动版,粉色,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号可退出,大陆国行（有“进网许可”标签）,正常开机进入桌面,充电正常,振动正常
550,OPPO R9s Plus,全网通,金色,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号可退出,大陆国行（有“进网许可”标签）,正常开机进入桌面,充电正常,振动正常
460,OPPO R9s Plus,全网通,金色,经常使用，完好有轻微划痕,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号可退出,大陆国行（有“进网许可”标签）,正常开机进入桌面,充电正常,振动正常
410,OPPO R9s Plus,全网通,金色,经常使用，外壳有磕碰掉漆,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号可退出,大陆国行（有“进网许可”标签）,正常开机进入桌面,充电正常,振动正常
320,OPPO R9s Plus,全网通,金色,外壳有裂缝/缺失/变形/刻字,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号可退出,大陆国行（有“进网许可”标签）,正常开机进入桌面,充电正常,振动正常
710,OPPO R9s Plus,全网通,金色,从未使用，全新包装未拆封,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号可退出,大陆国行（有“进网许可”标签）,正常开机进入桌面,充电正常,振动正常
