460,OPPO R9 Plus,64G,正常开机进入桌面,无维修情况,很少使用，显示完美几乎全新,经常使用，完好有轻微划痕,经常使用，完好有轻微划痕,账号可退出,R9 Plustm ,充电正常,振动正常
440,OPPO R9 Plus,128G,正常开机进入桌面,无维修情况,很少使用，显示完美几乎全新,经常使用，完好有轻微划痕,经常使用，完好有轻微划痕,账号可退出,R9 Plustm ,充电正常,振动正常
460,OPPO R9 Plus,64G,正常开机进入桌面,无维修情况,很少使用，显示完美几乎全新,经常使用，完好有轻微划痕,经常使用，完好有轻微划痕,账号可退出,R9 Plustm ,充电正常,振动正常
220,OPPO R9 Plus,64G,有开机密码,无维修情况,很少使用，显示完美几乎全新,经常使用，完好有轻微划痕,经常使用，完好有轻微划痕,账号可退出,R9 Plustm ,充电正常,振动正常
2,OPPO R9 Plus,64G,无法开机/自动重启/工程模式,无维修情况,很少使用，显示完美几乎全新,经常使用，完好有轻微划痕,经常使用，完好有轻微划痕,账号可退出,R9 Plustm ,充电正常,振动正常
2,OPPO R9 Plus,64G,正常开机进入桌面,无维修情况,很少使用，显示完美几乎全新,经常使用，完好有轻微划痕,经常使用，完好有轻微划痕,账号无法退出,R9 Plustm ,充电正常,振动正常
390,OPPO R9 Plus,64G,正常开机进入桌面,无维修情况,很少使用，显示完美几乎全新,经常使用，完好有轻微划痕,经常使用，外壳有磕碰掉漆,账号可退出,R9 Plustm ,充电正常,振动正常
280,OPPO R9 Plus,64G,正常开机进入桌面,无维修情况,很少使用，显示完美几乎全新,屏幕有缺角/碎裂,经常使用，完好有轻微划痕,账号可退出,R9 Plustm ,充电正常,振动正常
390,OPPO R9 Plus,64G,正常开机进入桌面,无维修情况,经常使用，显示正常细微色差,经常使用，完好有轻微划痕,经常使用，完好有轻微划痕,账号可退出,R9 Plustm ,充电正常,振动正常
110,OPPO R9 Plus,64G,正常开机进入桌面,无维修情况,显示异常，有局部花屏/老化,经常使用，完好有轻微划痕,经常使用，完好有轻微划痕,账号可退出,R9 Plustm ,充电正常,振动正常
70,OPPO R9 Plus,64G,正常开机进入桌面,无维修情况,屏幕无法正常显示,经常使用，完好有轻微划痕,经常使用，完好有轻微划痕,账号可退出,R9 Plustm ,充电正常,振动正常
110,OPPO R9 Plus,64G,正常开机进入桌面,屏幕维修（屏幕拆开或维修）,很少使用，显示完美几乎全新,经常使用，完好有轻微划痕,经常使用，完好有轻微划痕,账号可退出,R9 Plustm ,充电正常,振动正常
90,OPPO R9 Plus,64G,正常开机进入桌面,主板维修（主板拆修或故障）,很少使用，显示完美几乎全新,经常使用，完好有轻微划痕,经常使用，完好有轻微划痕,账号可退出,R9 Plustm ,充电正常,振动正常
55,OPPO R9 Plus,64G,正常开机进入桌面,屏幕和主板均有维修,很少使用，显示完美几乎全新,经常使用，完好有轻微划痕,经常使用，完好有轻微划痕,账号可退出,R9 Plustm ,充电正常,振动正常
110,OPPO R9 Plus,64G,正常开机进入桌面,无维修情况,很少使用，显示完美几乎全新,经常使用，完好有轻微划痕,经常使用，完好有轻微划痕,账号可退出,R9 Plustm ,充电正常,振动正常,触摸失灵/延迟
90,OPPO R9 Plus,64G,正常开机进入桌面,无维修情况,很少使用，显示完美几乎全新,经常使用，完好有轻微划痕,经常使用，完好有轻微划痕,账号可退出,R9 Plustm ,充电正常,振动正常,机身进水或受潮
220,OPPO R9 Plus,64G,正常开机进入桌面,无维修情况,很少使用，显示完美几乎全新,经常使用，完好有轻微划痕,经常使用，完好有轻微划痕,账号可退出,R9 Plustm ,充电正常,振动正常,机身弯曲
310,OPPO R9 Plus,64G,正常开机进入桌面,无维修情况,很少使用，显示完美几乎全新,经常使用，完好有轻微划痕,经常使用，完好有轻微划痕,账号可退出,R9 Plustm ,充电正常,振动正常,更换过电池/摄像头/外壳/尾插
90,OPPO R9 Plus,64G,正常开机进入桌面,无维修情况,很少使用，显示完美几乎全新,经常使用，完好有轻微划痕,经常使用，完好有轻微划痕,账号可退出,R9 Plustm ,充电正常,振动正常,通话功能不正常
110,OPPO R9 Plus,64G,正常开机进入桌面,无维修情况,很少使用，显示完美几乎全新,经常使用，完好有轻微划痕,经常使用，完好有轻微划痕,账号可退出,R9 Plustm ,充电正常,振动正常,指纹无法完全录入和解锁
220,OPPO R9 Plus,64G,正常开机进入桌面,无维修情况,很少使用，显示完美几乎全新,经常使用，完好有轻微划痕,经常使用，完好有轻微划痕,账号可退出,R9 Plustm ,充电正常,振动正常,拍摄模糊/抖动/有斑
90,OPPO R9 Plus,64G,正常开机进入桌面,无维修情况,很少使用，显示完美几乎全新,经常使用，完好有轻微划痕,经常使用，完好有轻微划痕,账号可退出,R9 Plustm ,充电正常,振动正常,无线无法打开/无法连接
310,OPPO R9 Plus,64G,正常开机进入桌面,无维修情况,很少使用，显示完美几乎全新,经常使用，完好有轻微划痕,经常使用，完好有轻微划痕,账号可退出,R9 Plustm ,充电正常,振动正常,光线/距离感应不正常
