3820,华硕 ROG GL502VM 系列,固态硬盘60GB-80GB,16GB-18GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 6代,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1060,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
3970,华硕 ROG GL502VM 系列,固态硬盘120GB-192GB,16GB-18GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 6代,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1060,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
4950,华硕 ROG GL502VM 系列,固态硬盘60GB-80GB,16GB-18GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 7代,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1070,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
5070,华硕 ROG GL502VM 系列,固态硬盘120GB-192GB,16GB-18GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 7代,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1070,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
4020,华硕 ROG GL502VM 系列,不含固态硬盘,10GB-14GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 7代,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1060,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
4390,华硕 ROG GL502VM 系列,固态硬盘240GB-288GB,16GB-18GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 7代,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1060,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
3820,华硕 ROG GL502VM 系列,固态硬盘60GB-80GB,16GB-18GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 6代,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1060,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
570,华硕 ROG GL502VM 系列,固态硬盘60GB-80GB,16GB-18GB,蓝屏、死机、不能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 6代,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1060,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
190,华硕 ROG GL502VM 系列,固态硬盘60GB-80GB,16GB-18GB,无法开机,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 6代,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1060,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
3520,华硕 ROG GL502VM 系列,固态硬盘60GB-80GB,16GB-18GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 6代,无磕碰掉漆，有轻微划痕,NVIDIA GeForce GTX 1060,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
3440,华硕 ROG GL502VM 系列,固态硬盘60GB-80GB,16GB-18GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 6代,仅有1-2处磕碰掉漆,NVIDIA GeForce GTX 1060,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
2750,华硕 ROG GL502VM 系列,固态硬盘60GB-80GB,16GB-18GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 6代,有多处磕碰、掉漆,NVIDIA GeForce GTX 1060,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
3170,华硕 ROG GL502VM 系列,固态硬盘60GB-80GB,16GB-18GB,开机后能进入操作系统桌面,经常使用，完好有细微划痕,很少使用，显示完美几乎全新,Intel 酷睿 i7 6代,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1060,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
2140,华硕 ROG GL502VM 系列,固态硬盘60GB-80GB,16GB-18GB,开机后能进入操作系统桌面,屏幕有裂痕、缺角、碎裂,很少使用，显示完美几乎全新,Intel 酷睿 i7 6代,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1060,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
3170,华硕 ROG GL502VM 系列,固态硬盘60GB-80GB,16GB-18GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,经常使用，显示正常轻微亮黑点,Intel 酷睿 i7 6代,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1060,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
2140,华硕 ROG GL502VM 系列,固态硬盘60GB-80GB,16GB-18GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,显示异常，有色斑、漏光、花屏,Intel 酷睿 i7 6代,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1060,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
1140,华硕 ROG GL502VM 系列,固态硬盘60GB-80GB,16GB-18GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 6代,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1060,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件,机身进水
1140,华硕 ROG GL502VM 系列,固态硬盘60GB-80GB,16GB-18GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 6代,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1060,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件,严重维修
2370,华硕 ROG GL502VM 系列,固态硬盘60GB-80GB,16GB-18GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 6代,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1060,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件,硬盘损坏、健康度低、硬盘锁
2940,华硕 ROG GL502VM 系列,固态硬盘60GB-80GB,16GB-18GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 6代,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1060,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件,键盘外观磨损、功能异常
