1990,雷神 911 Air 系列,固态硬盘60GB-80GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 8代,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1050,机械硬盘500GB-1TB,8GB,无硬件锁,显卡功能正常,不缺件
2050,雷神 911 Air 系列,固态硬盘120GB-192GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 8代,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1050,机械硬盘500GB-1TB,8GB,无硬件锁,显卡功能正常,不缺件
2280,雷神 911 Air 系列,固态硬盘60GB-80GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 8代,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1050Ti,机械硬盘500GB-1TB,8GB,无硬件锁,显卡功能正常,不缺件
2340,雷神 911 Air 系列,固态硬盘120GB-192GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 8代,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1050Ti,机械硬盘500GB-1TB,8GB,无硬件锁,显卡功能正常,不缺件
2460,雷神 911 Air 系列,固态硬盘240GB-288GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 8代,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1050Ti,不含机械硬盘,8GB,无硬件锁,显卡功能正常,不缺件
1990,雷神 911 Air 系列,固态硬盘60GB-80GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 8代,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1050,机械硬盘500GB-1TB,8GB,无硬件锁,显卡功能正常,不缺件
290,雷神 911 Air 系列,固态硬盘60GB-80GB,蓝屏、死机、不能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 8代,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1050,机械硬盘500GB-1TB,8GB,无硬件锁,显卡功能正常,不缺件
95,雷神 911 Air 系列,固态硬盘60GB-80GB,无法开机,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 8代,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1050,机械硬盘500GB-1TB,8GB,无硬件锁,显卡功能正常,不缺件
1830,雷神 911 Air 系列,固态硬盘60GB-80GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 8代,无磕碰掉漆，有轻微划痕,NVIDIA GeForce GTX 1050,机械硬盘500GB-1TB,8GB,无硬件锁,显卡功能正常,不缺件
1790,雷神 911 Air 系列,固态硬盘60GB-80GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 8代,仅有1-2处磕碰掉漆,NVIDIA GeForce GTX 1050,机械硬盘500GB-1TB,8GB,无硬件锁,显卡功能正常,不缺件
1430,雷神 911 Air 系列,固态硬盘60GB-80GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 8代,有多处磕碰、掉漆,NVIDIA GeForce GTX 1050,机械硬盘500GB-1TB,8GB,无硬件锁,显卡功能正常,不缺件
1650,雷神 911 Air 系列,固态硬盘60GB-80GB,开机后能进入操作系统桌面,经常使用，完好有细微划痕,很少使用，显示完美几乎全新,Intel 酷睿 i5 8代,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1050,机械硬盘500GB-1TB,8GB,无硬件锁,显卡功能正常,不缺件
1030,雷神 911 Air 系列,固态硬盘60GB-80GB,开机后能进入操作系统桌面,屏幕有裂痕、缺角、碎裂,很少使用，显示完美几乎全新,Intel 酷睿 i5 8代,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1050,机械硬盘500GB-1TB,8GB,无硬件锁,显卡功能正常,不缺件
1650,雷神 911 Air 系列,固态硬盘60GB-80GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,经常使用，显示正常轻微亮黑点,Intel 酷睿 i5 8代,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1050,机械硬盘500GB-1TB,8GB,无硬件锁,显卡功能正常,不缺件
1030,雷神 911 Air 系列,固态硬盘60GB-80GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,显示异常，有色斑、漏光、花屏,Intel 酷睿 i5 8代,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1050,机械硬盘500GB-1TB,8GB,无硬件锁,显卡功能正常,不缺件
590,雷神 911 Air 系列,固态硬盘60GB-80GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 8代,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1050,机械硬盘500GB-1TB,8GB,无硬件锁,显卡功能正常,不缺件,机身进水
590,雷神 911 Air 系列,固态硬盘60GB-80GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 8代,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1050,机械硬盘500GB-1TB,8GB,无硬件锁,显卡功能正常,不缺件,严重维修
1150,雷神 911 Air 系列,固态硬盘60GB-80GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 8代,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1050,机械硬盘500GB-1TB,8GB,无硬件锁,显卡功能正常,不缺件,硬盘损坏、健康度低、硬盘锁
1530,雷神 911 Air 系列,固态硬盘60GB-80GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 8代,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1050,机械硬盘500GB-1TB,8GB,无硬件锁,显卡功能正常,不缺件,键盘外观磨损、功能异常
1150,雷神 911 Air 系列,固态硬盘60GB-80GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 8代,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1050,机械硬盘500GB-1TB,8GB,无硬件锁,显卡功能正常,不缺件,无电池，电池鼓胀或不供电
1530,雷神 911 Air 系列,固态硬盘60GB-80GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 8代,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1050,机械硬盘500GB-1TB,8GB,无硬件锁,显卡功能正常,不缺件,触摸板外观磨损、功能异常 
1150,雷神 911 Air 系列,固态硬盘60GB-80GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 8代,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1050,机械硬盘500GB-1TB,8GB,无硬件锁,显卡功能正常,不缺件,接口功能异常
