4120,雷神 911黑幽灵,固态硬盘60GB-80GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1060,Intel 酷睿 i7 8代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
4380,雷神 911黑幽灵,固态硬盘120GB-192GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1060,Intel 酷睿 i7 8代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
3830,雷神 911黑幽灵,固态硬盘60GB-80GB,16GB-18GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1050Ti,Intel 酷睿 i7 8代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
3940,雷神 911黑幽灵,固态硬盘120GB-192GB,16GB-18GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1050Ti,Intel 酷睿 i7 8代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
4450,雷神 911黑幽灵,固态硬盘240GB-288GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1060,Intel 酷睿 i7 8代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
4540,雷神 911黑幽灵,固态硬盘120GB-192GB,16GB-18GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1060,Intel 酷睿 i7 8代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
4680,雷神 911黑幽灵,固态硬盘240GB-288GB,16GB-18GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1060,Intel 酷睿 i7 8代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
3750,雷神 911黑幽灵,固态硬盘120GB-192GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1050Ti,Intel 酷睿 i7 8代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
4120,雷神 911黑幽灵,固态硬盘60GB-80GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1060,Intel 酷睿 i7 8代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
1900,雷神 911黑幽灵,固态硬盘60GB-80GB,8GB,蓝屏、死机、不能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,几乎全新，无任何瑕疵,NVIDIA GeForce GTX 1060,Intel 酷睿 i7 8代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
