4080,苹果 iPhone X,白色,大陆国行（有“进网许可”标签）,A1865-全网通,64G,无维修情况,保修期剩余一个月以上,苹果iCloud账户可退出,屏幕正常显示,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,振动正常,正常连接电脑,正常恢复出厂设置
5000,苹果 iPhone X,白色,大陆国行（有“进网许可”标签）,A1865-全网通,256G,无维修情况,保修期剩余一个月以上,苹果iCloud账户可退出,屏幕正常显示,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,振动正常,正常连接电脑,正常恢复出厂设置
3640,苹果 iPhone X,白色,香港行货（香港购买，全球联保）,A1865-全网通,64G,无维修情况,保修期剩余一个月以上,苹果iCloud账户可退出,屏幕正常显示,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,振动正常,正常连接电脑,正常恢复出厂设置
4430,苹果 iPhone X,白色,香港行货（香港购买，全球联保）,A1865-全网通,256G,无维修情况,保修期剩余一个月以上,苹果iCloud账户可退出,屏幕正常显示,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,振动正常,正常连接电脑,正常恢复出厂设置
760,苹果 iPhone X,白色,非国行港行-有锁（国外发行，需“卡贴”解锁后正常通话）,A1865-全网通,64G,无维修情况,保修期剩余一个月以上,苹果iCloud账户可退出,屏幕正常显示,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,振动正常,正常连接电脑,正常恢复出厂设置
850,苹果 iPhone X,白色,非国行港行-有锁（国外发行，需“卡贴”解锁后正常通话）,A1865-全网通,256G,无维修情况,保修期剩余一个月以上,苹果iCloud账户可退出,屏幕正常显示,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,振动正常,正常连接电脑,正常恢复出厂设置
1680,苹果 iPhone X,白色,非国行港行-无锁（其它国家或地区）,A1865-全网通,64G,无维修情况,保修期剩余一个月以上,苹果iCloud账户可退出,屏幕正常显示,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,振动正常,正常连接电脑,正常恢复出厂设置
2090,苹果 iPhone X,白色,非国行港行-无锁（其它国家或地区）,A1865-全网通,256G,无维修情况,保修期剩余一个月以上,苹果iCloud账户可退出,屏幕正常显示,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,振动正常,正常连接电脑,正常恢复出厂设置
3880,苹果 iPhone X,白色,国行官换机（系统型号N开头）,A1865-全网通,64G,无维修情况,保修期剩余一个月以上,苹果iCloud账户可退出,屏幕正常显示,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,振动正常,正常连接电脑,正常恢复出厂设置
4500,苹果 iPhone X,白色,国行官换机（系统型号N开头）,A1865-全网通,256G,无维修情况,保修期剩余一个月以上,苹果iCloud账户可退出,屏幕正常显示,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,振动正常,正常连接电脑,正常恢复出厂设置
