1900,OPPO R17 Pro_Untis,雾光渐变色,8G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号可退出,正常开机进入桌面,充电正常,振动正常
890,OPPO R17 Pro_Untis,雾光渐变色,8G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,屏幕维修（屏幕拆开或维修）,账号可退出,正常开机进入桌面,充电正常,振动正常
830,OPPO R17 Pro_Untis,雾光渐变色,8G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,主板维修（主板拆修或故障）,账号可退出,正常开机进入桌面,充电正常,振动正常
70,OPPO R17 Pro_Untis,雾光渐变色,8G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,屏幕和主板均有维修,账号可退出,正常开机进入桌面,充电正常,振动正常
2,OPPO R17 Pro_Untis,雾光渐变色,8G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号无法退出,正常开机进入桌面,充电正常,振动正常
2,OPPO R17 Pro_Untis,雾光渐变色,8G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,屏幕维修（屏幕拆开或维修）,账号无法退出,正常开机进入桌面,充电正常,振动正常
2,OPPO R17 Pro_Untis,雾光渐变色,8G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,主板维修（主板拆修或故障）,账号无法退出,正常开机进入桌面,充电正常,振动正常
2,OPPO R17 Pro_Untis,雾光渐变色,8G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,屏幕和主板均有维修,账号无法退出,正常开机进入桌面,充电正常,振动正常
1100,OPPO R17 Pro_Untis,雾光渐变色,8G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号可退出,有开机密码,充电正常,振动正常
590,OPPO R17 Pro_Untis,雾光渐变色,8G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,屏幕维修（屏幕拆开或维修）,账号可退出,有开机密码,充电正常,振动正常
660,OPPO R17 Pro_Untis,雾光渐变色,8G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,主板维修（主板拆修或故障）,账号可退出,有开机密码,充电正常,振动正常
70,OPPO R17 Pro_Untis,雾光渐变色,8G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,屏幕和主板均有维修,账号可退出,有开机密码,充电正常,振动正常
2,OPPO R17 Pro_Untis,雾光渐变色,8G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,无维修情况,账号无法退出,有开机密码,充电正常,振动正常
2,OPPO R17 Pro_Untis,雾光渐变色,8G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,屏幕维修（屏幕拆开或维修）,账号无法退出,有开机密码,充电正常,振动正常
2,OPPO R17 Pro_Untis,雾光渐变色,8G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,主板维修（主板拆修或故障）,账号无法退出,有开机密码,充电正常,振动正常
2,OPPO R17 Pro_Untis,雾光渐变色,8G+128G,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,屏幕和主板均有维修,账号无法退出,有开机密码,充电正常,振动正常
