1730,黑莓 KEY 2,黑色,6G+64G,大陆国行（有“进网许可”标签）,无维修情况,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,账号可退出,振动正常
1720,黑莓 KEY 2,银色,6G+64G,大陆国行（有“进网许可”标签）,无维修情况,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,账号可退出,振动正常
1870,黑莓 KEY 2,黑色,6G+128G,大陆国行（有“进网许可”标签）,无维修情况,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,账号可退出,振动正常
1420,黑莓 KEY 2,银色,6G+64G,非大陆国行,无维修情况,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,账号可退出,振动正常
1330,黑莓 KEY 2,黑色,6G+64G,非大陆国行,无维修情况,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,账号可退出,振动正常
1640,黑莓 KEY 2,黑色,6G+128G,非大陆国行,无维修情况,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,账号可退出,振动正常
1760,黑莓 KEY 2,红色,6G+64G,大陆国行（有“进网许可”标签）,无维修情况,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,账号可退出,振动正常
1350,黑莓 KEY 2,红色,6G+64G,非大陆国行,无维修情况,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,账号可退出,振动正常
1930,黑莓 KEY 2,红色,6G+128G,大陆国行（有“进网许可”标签）,无维修情况,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,账号可退出,振动正常
1540,黑莓 KEY 2,红色,6G+128G,非大陆国行,无维修情况,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,账号可退出,振动正常
1730,黑莓 KEY 2,黑色,6G+64G,大陆国行（有“进网许可”标签）,无维修情况,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,账号可退出,振动正常
970,黑莓 KEY 2,黑色,6G+64G,大陆国行（有“进网许可”标签）,无维修情况,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,有开机密码,充电正常,账号可退出,振动正常
2,黑莓 KEY 2,黑色,6G+64G,大陆国行（有“进网许可”标签）,无维修情况,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,无法开机/自动重启/工程模式,充电正常,账号可退出,振动正常
1990,黑莓 KEY 2,黑色,6G+64G,大陆国行（有“进网许可”标签）,无维修情况,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,从未使用，全新包装未拆封,正常开机进入桌面,充电正常,账号可退出,振动正常
1610,黑莓 KEY 2,黑色,6G+64G,大陆国行（有“进网许可”标签）,无维修情况,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,经常使用，完好有轻微划痕,正常开机进入桌面,充电正常,账号可退出,振动正常
1510,黑莓 KEY 2,黑色,6G+64G,大陆国行（有“进网许可”标签）,无维修情况,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,经常使用，外壳有磕碰掉漆,正常开机进入桌面,充电正常,账号可退出,振动正常
1250,黑莓 KEY 2,黑色,6G+64G,大陆国行（有“进网许可”标签）,无维修情况,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,外壳有裂缝/缺失/变形/刻字,正常开机进入桌面,充电正常,账号可退出,振动正常
1570,黑莓 KEY 2,黑色,6G+64G,大陆国行（有“进网许可”标签）,无维修情况,很少使用，显示完美几乎全新,经常使用，完好有轻微划痕,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,账号可退出,振动正常
1140,黑莓 KEY 2,黑色,6G+64G,大陆国行（有“进网许可”标签）,无维修情况,很少使用，显示完美几乎全新,屏幕有缺角/碎裂,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,账号可退出,振动正常
1440,黑莓 KEY 2,黑色,6G+64G,大陆国行（有“进网许可”标签）,无维修情况,经常使用，显示正常细微色差,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,账号可退出,振动正常
1010,黑莓 KEY 2,黑色,6G+64G,大陆国行（有“进网许可”标签）,无维修情况,经常使用，显示有轻微透字,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,账号可退出,振动正常
660,黑莓 KEY 2,黑色,6G+64G,大陆国行（有“进网许可”标签）,无维修情况,显示异常，有局部花屏/老化,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,账号可退出,振动正常
75,黑莓 KEY 2,黑色,6G+64G,大陆国行（有“进网许可”标签）,无维修情况,屏幕无法正常显示,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,账号可退出,振动正常
660,黑莓 KEY 2,黑色,6G+64G,大陆国行（有“进网许可”标签）,屏幕维修（屏幕拆开或维修）,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,账号可退出,振动正常
660,黑莓 KEY 2,黑色,6G+64G,大陆国行（有“进网许可”标签）,主板维修（主板拆修或故障）,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,账号可退出,振动正常
75,黑莓 KEY 2,黑色,6G+64G,大陆国行（有“进网许可”标签）,屏幕和主板均有维修,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,账号可退出,振动正常
660,黑莓 KEY 2,黑色,6G+64G,大陆国行（有“进网许可”标签）,无维修情况,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,账号可退出,振动正常,触摸失灵/延迟
660,黑莓 KEY 2,黑色,6G+64G,大陆国行（有“进网许可”标签）,无维修情况,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,账号可退出,振动正常,机身进水或受潮
970,黑莓 KEY 2,黑色,6G+64G,大陆国行（有“进网许可”标签）,无维修情况,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,账号可退出,振动正常,机身弯曲
1250,黑莓 KEY 2,黑色,6G+64G,大陆国行（有“进网许可”标签）,无维修情况,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,账号可退出,振动正常,更换过电池/摄像头/外壳/尾插
510,黑莓 KEY 2,黑色,6G+64G,大陆国行（有“进网许可”标签）,无维修情况,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,账号可退出,振动正常,通话功能不正常
660,黑莓 KEY 2,黑色,6G+64G,大陆国行（有“进网许可”标签）,无维修情况,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,账号可退出,振动正常,指纹无法完全录入和解锁
970,黑莓 KEY 2,黑色,6G+64G,大陆国行（有“进网许可”标签）,无维修情况,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,账号可退出,振动正常,拍摄模糊/抖动/有斑
510,黑莓 KEY 2,黑色,6G+64G,大陆国行（有“进网许可”标签）,无维修情况,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,账号可退出,振动正常,无线无法打开/无法连接
1180,黑莓 KEY 2,黑色,6G+64G,大陆国行（有“进网许可”标签）,无维修情况,很少使用，显示完美几乎全新,很少使用，完美无任何痕迹,很少使用，完美无任何痕迹,正常开机进入桌面,充电正常,账号可退出,振动正常,光线/距离感应不正常
